acousticness,artist_id,artist_names,danceability,duration_ms,energy,explicit,genre,instrumentalness,key,liveness,loudness,mode,popularity,release_date,song_title (censored),speechiness,tempo,valence,year
0.12,266063,['Chris Brown'],0.426,247933,0.612,1,R&B;,0,1,0.119,-6.359,0,53,3/22/2011,No BS,0.0567,172.171,0.106,2011
0.81,733717,['Corinne Bailey Rae'],0.683,208636,0.333,0,R&B;,0.00178,7,0.211,-9.195,0,55,1/1/2011,Is This Love,0.0434,123.804,0.329,2011
0.146,144458,['Curtis Mayfield'],0.584,317920,0.516,1,R&B;,3.07E-05,7,0.139,-6.256,1,51,8/8/2011,The Joy,0.325,79.743,0.326,2011
0.54,575012,['Darlene Love'],0.353,165651,0.703,0,R&B;,0.0641,1,0.91,-5.847,0,54,2011,(Today I Met) The Boy I'm Gonna Marry,0.0583,100.076,0.608,2011
0.0233,792348,['E.U.'],0.663,314133,0.879,0,R&B;,0.000434,10,0.0594,-13.101,0,49,1/1/2011,Da Butt,0.0563,97.122,0.752,2011
0.0117,2592086,['Frank Ocean'],0.739,155067,0.505,1,R&B;,0,8,0.176,-8.124,1,47,7/12/2011,Rico,0.206,88.991,0.177,2011
0.0584,2592086,['Frank Ocean'],0.762,302347,0.508,1,R&B;,0.00126,3,0.16,-9.112,1,70,1/1/2011,Novacane,0.0919,93.51,0.37,2011
0.00116,2592086,['Frank Ocean'],0.653,257187,0.668,0,R&B;,0.00269,0,0.0731,-8.183,1,66,1/1/2011,Swim Good,0.0881,160.048,0.711,2011
0.043,2592086,['Frank Ocean'],0.71,292067,0.729,1,R&B;,5.88E-05,11,0.224,-7.01,0,54,8/8/2011,Made In America,0.219,165.899,0.55,2011
0.791,210830,['Jamie Foxx'],0.596,159000,0.287,0,R&B;,4.44E-05,7,0.0865,-12.618,1,44,1/1/2011,Fly Love,0.0335,115.209,0.349,2011
0.00507,210830,['Jamie Foxx'],0.739,136693,0.686,0,R&B;,7.02E-06,6,0.0452,-6.386,0,49,1/1/2011,Hot Wings (I Wanna Party),0.0438,129.916,0.68,2011
0.0379,1545319,['Jeremih'],0.683,269267,0.691,1,R&B;,0,6,0.0578,-6.435,0,52,10/28/2011,That Way (feat. Jeremih & Rick Ross),0.23,73.469,0.295,2011
0.0244,322765,['Jermaine Stewart'],0.816,293240,0.707,0,R&B;,0.000142,6,0.0469,-8.601,0,54,1/1/2011,We Don't Have To Take Our Clothes ***,0.0363,123.084,0.922,2011
0.197,845662,['Jill Scott'],0.746,279627,0.5,0,R&B;,0,7,0.194,-8.426,1,45,6/21/2011,So Gone [What My Mind Says] - feat. Paul Wall,0.0669,120.039,0.466,2011
0.498,845662,['Jill Scott'],0.597,206893,0.835,0,R&B;,0,7,0.111,-5.192,1,45,6/21/2011,Blessed,0.346,87.892,0.481,2011
0.0118,814387,['John Legend'],0.404,232093,0.871,1,R&B;,0,5,0.87,-4.606,0,44,1/1/2011,So Special,0.133,145.414,0.192,2011
0.336,253734,['Johnny Gill'],0.65,247947,0.582,0,R&B;,0,8,0.106,-6.791,1,45,10/11/2011,It Would Be You,0.0409,117.62,0.47,2011
0.132,253734,['Johnny Gill'],0.683,304240,0.571,0,R&B;,0,1,0.107,-5.348,1,42,10/11/2011,In The Mood,0.035,116.095,0.28,2011
0.18,73682,['Kelly Rowland'],0.735,231173,0.679,0,R&B;,0.000198,9,0.0766,-5.588,0,65,1/1/2011,Motivation,0.0431,140.858,0.264,2011
0.187,73682,['Kelly Rowland'],0.744,230560,0.672,0,R&B;,0.000123,9,0.105,-5.589,0,59,1/1/2011,Motivation,0.0418,140.889,0.266,2011
0.0196,664272,['Keri Hilson'],0.519,221013,0.81,1,R&B;,0,8,0.163,-5.629,1,54,5/10/2011,Got Your Back,0.179,148.094,0.515,2011
0.153,117356,['Ledisi'],0.681,202733,0.704,0,R&B;,0,8,0.134,-4.417,1,48,1/1/2011,Pieces Of Me,0.0578,126.022,0.554,2011
0.522,834673,['Linda Jones'],0.344,158480,0.722,0,R&B;,0,11,0.292,-5.854,1,42,1/25/2011,Hypnotized,0.0388,73.019,0.62,2011
0.017,673752,['Lloyd'],0.527,240107,0.796,1,R&B;,0,1,0.0798,-5.111,0,57,2011,Lay It Down,0.062,155.99,0.534,2011
0.221,478173,['Marsha Ambrosius'],0.433,436880,0.668,0,R&B;,0,9,0.126,-6.544,1,45,2/25/2011,Far Away,0.211,70.478,0.351,2011
0.00657,376204,['Mary J. Blige'],0.604,237293,0.82,0,R&B;,0.000517,8,0.139,-4.64,1,42,1/1/2011,Don't Mind,0.0508,174,0.27,2011
0.193,376204,['Mary J. Blige'],0.693,241853,0.676,0,R&B;,8.18E-06,0,0.126,-5.024,0,51,1/1/2011,Mr. Wrong,0.15,143.057,0.461,2011
0.611,2570457,['Miguel'],0.512,213253,0.598,1,R&B;,0,9,0.0881,-4.959,0,68,10/28/2011,Lotus Flower Bomb (feat. Miguel),0.115,70.189,0.345,2011
0.057,2540309,['Mindless Behavior'],0.439,248187,0.753,0,R&B;,0,0,0.1,-4.799,0,48,2011,Mrs. Right,0.0932,95.339,0.538,2011
0.279,2540309,['Mindless Behavior'],0.667,240653,0.726,0,R&B;,0,11,0.11,-4.857,1,50,2011,My ****,0.077,148.168,0.196,2011
0.0974,502371,['Missy Elliott'],0.793,190653,0.498,1,R&B;,1.26E-05,8,0.13,-11.208,0,64,9/27/2011,******** Perfect,0.17,119.988,0.427,2011
0.192,846634,['Ne-Yo'],0.671,252307,0.939,0,R&B;,0,8,0.298,-3.206,1,79,6/17/2011,"Give Me Everything (feat. Ne-Yo, ******** & Nayer)",0.161,129.023,0.529,2011
0.169,846634,['Ne-Yo'],0.669,329187,0.662,1,R&B;,0,11,0.345,-7.758,0,56,1/1/2011,Leave You Alone,0.0446,94.531,0.471,2011
0.552,414251,['Otis Redding'],0.754,178213,0.631,1,R&B;,0,7,0.5,-4.751,0,53,8/8/2011,Otis,0.307,94.577,0.432,2011
0.552,414251,['Otis Redding'],0.755,178213,0.631,1,R&B;,0,7,0.5,-4.751,0,45,8/8/2011,Otis,0.302,94.571,0.433,2011
0.552,414251,['Otis Redding'],0.755,178213,0.631,1,R&B;,0,7,0.5,-4.751,0,66,8/8/2011,Otis,0.302,94.571,0.433,2011
0.0581,619536,['Pretty Ricky'],0.724,106293,0.675,1,R&B;,0,2,0.357,-5.943,1,44,8/12/2011,Boo Thang,0.134,125.002,0.534,2011
0.0758,279337,['Sade'],0.687,256147,0.684,0,R&B;,0.000808,9,0.0441,-5.181,0,60,4/29/2011,Smooth Operator - Remastered,0.032,119.193,0.96,2011
0.406,279337,['Sade'],0.728,232667,0.68,0,R&B;,0.34,5,0.0513,-9.488,0,52,4/29/2011,Nothing Can Come Between Us - Remastered,0.0301,103.74,0.914,2011
0.112,279337,['Sade'],0.84,269240,0.713,0,R&B;,4.29E-06,7,0.0783,-6.593,1,53,4/29/2011,Hang On to Your Love - Remastered,0.0296,107.897,0.965,2011
0.641,279337,['Sade'],0.619,438707,0.486,0,R&B;,0.00883,11,0.0918,-10.421,0,53,4/29/2011,No Ordinary Love - Remastered,0.0396,166.146,0.765,2011
0.482,279337,['Sade'],0.728,221293,0.492,0,R&B;,6.24E-05,9,0.0354,-5.054,1,62,4/29/2011,Your Love Is King - Remastered,0.0269,134.616,0.616,2011
0.152,279337,['Sade'],0.73,378627,0.544,0,R&B;,0.115,1,0.121,-9.231,1,55,4/29/2011,Cherish the Day - Remastered,0.0466,80.029,0.436,2011
0.198,8125,['Sharon Jones & the Dap-Kings'],0.629,247653,0.67,0,R&B;,0.00175,7,0.252,-7.094,1,49,11/25/2011,Inspiration Information,0.0815,168.341,0.643,2011
0.351,993494,['Sharon Jones'],0.71,181747,0.747,0,R&B;,0.000878,7,0.348,-7.804,1,48,9/27/2011,In The ********,0.0665,124.097,0.839,2011
0.0355,36327,['Silk'],0.702,346300,0.555,0,R&B;,0,1,0.0741,-8.739,0,43,1/1/2011,Meeting In My Bed Room,0.0401,111.714,0.484,2011
0.681,138332,['The Crystals'],0.44,158853,0.682,0,R&B;,3.33E-05,4,0.207,-7.416,1,61,2/22/2011,Then He Kissed Me,0.0373,135.917,0.626,2011
0.7,138332,['The Crystals'],0.431,158685,0.678,0,R&B;,6.37E-06,4,0.199,-7.945,1,60,2/22/2011,Then He Kissed Me,0.0365,135.919,0.633,2011
0.48,138332,['The Crystals'],0.535,140120,0.797,0,R&B;,3.42E-05,3,0.141,-7.533,1,57,2/22/2011,Da Doo Ron Ron (When He Walked Me Home),0.0459,148.835,0.613,2011
0.227,2674162,['The Weeknd'],0.418,208813,0.546,1,R&B;,0,0,0.229,-9.057,0,69,11/15/2011,Crew Love,0.238,160.152,0.294,2011
0.222,258000,['T-Pain'],0.402,278520,0.754,1,R&B;,0,7,0.527,-5.955,1,46,1/1/2011,How To Hate,0.0874,145.493,0.246,2011
0.0074,258000,['T-Pain'],0.598,250373,0.7,1,R&B;,0,8,0.281,-3.903,1,46,1/1/2011,Welcome To My Hood,0.205,139.48,0.558,2011
0.0435,258000,['T-Pain'],0.595,234453,0.913,0,R&B;,0,10,0.259,-3.428,0,66,6/17/2011,Hey Baby (Drop It to the Floor) (feat. T-Pain),0.0884,128.021,0.762,2011
0.00786,258000,['T-Pain'],0.782,235733,0.676,0,R&B;,1.17E-06,1,0.141,-6.144,1,56,7/8/2011,***** Wurk (One Cheek At a Time) (feat. Joey Galaxy),0.324,158.162,0.878,2011
0.0221,258000,['T-Pain'],0.585,430733,0.815,1,R&B;,0,7,0.14,-4.203,1,54,1/1/2011,Welcome To My Hood - Remix,0.228,140.077,0.541,2011
0.0145,128143,['Trey Songz'],0.588,204013,0.847,0,R&B;,0,11,0.436,-4.734,0,49,3/4/2011,Out of My Head (feat. Trey Songz),0.0675,99.058,0.38,2011
0.139,128143,['Trey Songz'],0.768,225960,0.62,0,R&B;,0,2,0.521,-7.399,1,66,9/27/2011,Can't Get Enough,0.0658,132.035,0.589,2011
0.0945,807361,['Tyrese'],0.335,229320,0.398,0,R&B;,0,4,0.265,-8.284,0,43,1/1/2011,Stay,0.0399,79.884,0.162,2011
0.013,607773,['Al B. Sure!'],0.762,237627,0.439,0,R&B;,6.56E-06,6,0.0912,-13.594,1,30,4/26/1988,Rescue Me,0.0398,100.951,0.595,1988
0.029,607773,['Al B. Sure!'],0.655,238013,0.477,0,R&B;,0.000221,1,0.0518,-9.616,0,52,4/26/1988,Nite and Day,0.0421,92.097,0.642,1988
0.00299,607773,['Al B. Sure!'],0.693,249000,0.535,0,R&B;,3.03E-06,10,0.0636,-13.99,0,50,4/26/1988,*** on Your Own ******,0.0446,95.557,0.666,1988
0.189,607773,['Al B. Sure!'],0.578,279440,0.248,0,R&B;,0,4,0.148,-18.009,0,39,4/26/1988,Oooh This Love Is So,0.0286,92.165,0.28,1988
0.202,607773,['Al B. Sure!'],0.586,254000,0.249,0,R&B;,5.14E-05,8,0.116,-16.973,1,38,4/26/1988,Naturally Mine,0.0424,77.665,0.453,1988
0.066,607773,['Al B. Sure!'],0.841,245093,0.5,0,R&B;,0.00156,11,0.126,-13.889,1,32,4/26/1988,If I'm Not Your Lover,0.0422,103.775,0.798,1988
0.504,607773,['Al B. Sure!'],0.694,291200,0.26,0,R&B;,0,5,0.154,-18.7,0,32,4/26/1988,******* Me Softly,0.0367,125.076,0.366,1988
0.166,149044,['Barry White'],0.564,289107,0.327,0,R&B;,3.45E-05,9,0.149,-14.63,1,65,9/12/1988,Just The Way You Are,0.0494,74.948,0.309,1988
0.175,149044,['Barry White'],0.771,242573,0.659,0,R&B;,0.0356,10,0.179,-12.311,1,58,9/12/1988,"Can't Get Enough Of Your Love, Babe",0.0688,110.698,0.742,1988
0.316,59819,['Betty Wright'],0.611,420960,0.478,0,R&B;,0,0,0.0677,-13.737,1,48,1/1/1988,After The Pain,0.145,171.288,0.742,1988
0.0573,59819,['Betty Wright'],0.752,312840,0.448,0,R&B;,0,10,0.0978,-13.427,1,49,1/1/1988,"No Pain, (No *****",0.0764,145.968,0.58,1988
0.555,614823,['Brenda Russell'],0.629,297040,0.236,0,R&B;,0.000114,0,0.0645,-17.968,1,28,1/1/1988,Get Here,0.0322,110.554,0.226,1988
0.403,614823,['Brenda Russell'],0.729,320800,0.316,0,R&B;,8.55E-05,0,0.0998,-17.054,0,46,1/1/1988,Piano In The Dark,0.0248,99.729,0.432,1988
0.103,108124,['Cherrelle'],0.648,63973,0.264,0,R&B;,0.903,2,0.104,-18.257,1,23,1/1/1988,Home,0.0581,90.996,0.592,1988
0.0219,792348,['E.U.'],0.657,314360,0.886,0,R&B;,0.000405,10,0.0656,-12.787,0,43,1/1/1988,"Da' Butt - From The ""School Daze"" Soundtrack",0.0557,97.121,0.747,1988
0.467,180449,['Freddie Jackson'],0.754,316173,0.561,0,R&B;,0,1,0.0958,-9.17,0,30,1988,Nice 'N' Slow,0.0346,103.99,0.775,1988
0.0658,180449,['Freddie Jackson'],0.662,311707,0.478,0,R&B;,3.37E-06,7,0.177,-10.512,0,27,1988,Hey Lover,0.0332,84.577,0.579,1988
0.702,153129,['Grayson Hugh'],0.837,258400,0.383,0,R&B;,1.26E-06,10,0.0625,-13.166,1,46,10/1/1988,Talk It Over,0.0312,95.076,0.776,1988
0.0287,651156,['Guy'],0.809,273760,0.645,0,R&B;,0,1,0.444,-14.134,1,41,1988,Groove Me,0.0791,107.92,0.756,1988
0.023,651156,['Guy'],0.711,289333,0.827,0,R&B;,7.93E-06,8,0.296,-14.404,1,36,1988,I Like,0.0639,105.204,0.593,1988
0.0179,651156,['Guy'],0.738,266040,0.617,0,R&B;,0,6,0.0414,-14.836,1,25,1/1/1988,Spend The *****,0.0428,110.172,0.896,1988
0.023,651156,['Guy'],0.834,257133,0.53,0,R&B;,3.79E-06,2,0.172,-14.264,0,25,1/1/1988,'Round And 'Round (Merry Go 'Round Of Love),0.0424,107.075,0.641,1988
0.0121,651156,['Guy'],0.743,303533,0.66,0,R&B;,1.43E-06,11,0.105,-13.469,0,22,1/1/1988,Don't Clap...Just Dance,0.0644,110.096,0.608,1988
0.136,651156,['Guy'],0.695,315640,0.316,0,R&B;,0,6,0.0706,-16.669,1,54,1/1/1988,Piece Of My Love,0.0511,75.157,0.828,1988
0.0217,651156,['Guy'],0.8,273760,0.624,0,R&B;,0,1,0.496,-13.931,1,52,1/1/1988,Groove Me,0.0704,107.932,0.784,1988
0.0218,651156,['Guy'],0.441,294475,0.832,0,R&B;,1.23E-05,8,0.2,-14.396,1,51,1/1/1988,I Like,0.064,103.765,0.6,1988
0.112,651156,['Guy'],0.68,304027,0.381,0,R&B;,0,5,0.0316,-16.646,0,46,1/1/1988,Goodbye Love,0.0291,82.186,0.701,1988
0.0343,651156,['Guy'],0.789,215240,0.762,0,R&B;,0.247,6,0.0451,-13.129,0,41,1/1/1988,Teddy's Jam,0.063,104.584,0.619,1988
0.134,651156,['Guy'],0.696,315640,0.315,0,R&B;,0,6,0.0505,-16.633,1,40,1988,Piece Of My Love,0.0584,150.382,0.848,1988
0.0664,651156,['Guy'],0.852,246093,0.664,0,R&B;,0.636,3,0.174,-13.947,0,31,1/1/1988,You Can **** Me Crazy,0.0597,109.417,0.766,1988
0.691,276381,['Howard Hewett'],0.641,256267,0.354,0,R&B;,2.31E-06,1,0.0603,-12.954,1,30,1/1/1988,"Once, Twice, ***** Times",0.0372,116.225,0.344,1988
0.0473,94224,['Ike & Tina Turner'],0.726,170667,0.81,0,R&B;,0.155,5,0.4,-12.663,1,36,1/1/1988,Shake,0.0653,153.452,0.868,1988
0.441,198162,['Johnnie Taylor'],0.535,233667,0.361,0,R&B;,1.25E-05,9,0.317,-16.82,0,35,6/12/1988,Everything's Out In the Open,0.0542,75.795,0.442,1988
0.302,198162,['Johnnie Taylor'],0.668,278933,0.307,0,R&B;,4.34E-06,2,0.0865,-13.955,1,34,6/12/1988,I Found a Love,0.0277,92.646,0.738,1988
0.322,359559,['Karyn White'],0.623,347453,0.722,0,R&B;,0,8,0.159,-5.612,1,56,1/1/1988,Superwoman,0.0321,138.357,0.653,1988
0.0712,359559,['Karyn White'],0.797,294720,0.785,0,R&B;,0,6,0.0691,-7.523,1,45,1/1/1988,The Way You Love Me,0.0723,105.072,0.863,1988
0.256,359559,['Karyn White'],0.763,320560,0.369,0,R&B;,0,6,0.212,-14.551,0,39,1/1/1988,Love Saw It,0.0616,93.221,0.699,1988
0.0503,359559,['Karyn White'],0.733,337400,0.689,0,R&B;,0.00115,10,0.0656,-13.001,0,39,1/1/1988,Secret Rendezvous,0.0388,111.695,0.888,1988
0.418,98819,['Labi Siffre'],0.682,337493,0.375,0,R&B;,5.75E-06,5,0.0984,-10.308,1,52,1988,********** Inside) So Strong,0.0347,82.187,0.226,1988
0.209,787940,['LeVert'],0.749,260400,0.413,0,R&B;,0,9,0.0485,-8.774,1,23,10/18/1988,Smilin',0.0488,81.987,0.64,1988
0.0961,787940,['LeVert'],0.854,297053,0.603,0,R&B;,0.000309,11,0.335,-14.513,0,33,10/18/1988,Just Coolin' (feat. Heavy D.),0.234,100.952,0.847,1988
0.334,827760,['Loose Ends'],0.762,278627,0.527,0,R&B;,2.48E-05,0,0.182,-12.822,1,33,1/1/1988,Watching You,0.0605,99.012,0.816,1988
0.488,208076,['Luther Vandross'],0.691,302533,0.648,0,R&B;,0,5,0.0814,-7.381,0,38,9/23/1988,Any Love,0.0281,92.854,0.707,1988
0.765,208076,['Luther Vandross'],0.654,438467,0.334,0,R&B;,0.000214,9,0.123,-10.912,1,37,9/23/1988,Love Won't Let Me Wait,0.0259,109.966,0.159,1988
0.617,208076,['Luther Vandross'],0.656,337520,0.729,0,R&B;,0.00514,7,0.304,-8.577,1,36,9/23/1988,For You to Love,0.0403,93.955,0.841,1988
0.506,869409,['Melba Moore'],0.571,216693,0.546,0,R&B;,0,11,0.611,-12.151,0,28,5/31/1988,The Flesh Failures (Let the Sunshine In),0.0499,114.127,0.682,1988
0.0239,865016,['New Edition'],0.58,275000,0.562,0,R&B;,5.65E-06,5,0.101,-8.931,0,30,6/20/1988,Can You Stand The Rain - Under The Lamppost / Quiet Strom Mix,0.0253,142.874,0.466,1988
0.0459,865016,['New Edition'],0.656,211200,0.835,0,R&B;,6.20E-05,11,0.48,-9.96,0,25,1/1/1988,Where It All Started,0.0549,93.668,0.49,1988
0.534,865016,['New Edition'],0.698,268200,0.298,0,R&B;,5.29E-06,2,0.695,-14.372,1,24,1/1/1988,***********,0.0304,142.965,0.435,1988
0.444,865016,['New Edition'],0.533,301400,0.567,0,R&B;,0.000107,9,0.0691,-12.161,0,23,1/1/1988,Superlady,0.0337,164.841,0.724,1988
0.678,865016,['New Edition'],0.614,297707,0.369,0,R&B;,0.00235,8,0.143,-15.182,1,60,1/1/1988,Can You Stand The Rain,0.0353,143.319,0.733,1988
0.0915,865016,['New Edition'],0.588,309840,0.856,0,R&B;,2.62E-05,5,0.365,-12.418,0,58,1/1/1988,If It Isn't Love,0.0378,97.968,0.781,1988
0.396,865016,['New Edition'],0.669,241693,0.775,0,R&B;,9.87E-05,11,0.442,-10.599,0,46,1/1/1988,You're Not My Kind Of ****,0.0335,95.537,0.96,1988
0.465,865016,['New Edition'],0.618,250400,0.443,0,R&B;,2.27E-06,1,0.133,-14.66,1,45,1/1/1988,Boys To Men,0.0374,82.497,0.759,1988
0.0322,865016,['New Edition'],0.706,344600,0.682,0,R&B;,9.34E-05,11,0.27,-12.378,0,37,1/1/1988,N.E. Heart Break,0.0561,96.068,0.706,1988
0.66,865016,['New Edition'],0.668,306467,0.326,0,R&B;,0.000446,0,0.082,-16.91,1,34,1/1/1988,I'm Comin' Home,0.0551,160.635,0.756,1988
0.0198,865016,['New Edition'],0.714,273667,0.62,0,R&B;,0.000307,8,0.0397,-13.48,1,32,1/1/1988,Crucial,0.0614,104.062,0.807,1988
0.232,17929,['Patti Austin'],0.563,254107,0.313,0,R&B;,0.000114,9,0.0635,-16.074,1,45,7/12/1988,Smoke Gets In Your Eyes,0.0287,130.294,0.277,1988
0.29,408500,['Ready for the World'],0.567,327400,0.328,0,R&B;,6.94E-05,0,0.0642,-14.539,1,25,1/1/1988,Gently,0.0535,68.629,0.615,1988
0.81,279337,['Sade'],0.808,230600,0.571,0,R&B;,0.00135,11,0.051,-10.569,0,36,10/28/1988,Give It Up,0.0352,108.085,0.871,1988
0.766,279337,['Sade'],0.566,258027,0.335,0,R&B;,0.000366,4,0.0824,-12.417,0,56,10/28/1988,Love Is Stronger Than Pride,0.0293,87.617,0.317,1988
0.18,279337,['Sade'],0.729,321600,0.836,0,R&B;,0.0253,2,0.0701,-8.494,1,49,10/28/1988,Keep Looking,0.031,93.607,0.944,1988
0.864,279337,['Sade'],0.267,253200,0.106,0,R&B;,0.00127,8,0.0716,-16.531,0,49,10/28/1988,I Never Thought I'd See the Day,0.0372,114.894,0.0543,1988
0.965,279337,['Sade'],0.631,350293,0.214,0,R&B;,0.11,9,0.0934,-14.364,0,49,10/28/1988,Haunt Me,0.0288,105.208,0.128,1988
0.153,279337,['Sade'],0.9,366693,0.383,0,R&B;,0.414,5,0.0963,-11.546,1,48,10/28/1988,Turn My Back On You,0.0795,99.325,0.901,1988
0.341,279337,['Sade'],0.715,241667,0.401,0,R&B;,0.00207,6,0.0697,-11.051,1,48,10/28/1988,Clean Heart,0.0242,97.292,0.511,1988
0.128,279337,['Sade'],0.598,242240,0.663,0,R&B;,0.34,5,0.073,-7.351,0,45,10/28/1988,Paradise,0.0515,199.236,0.976,1988
0.186,279337,['Sade'],0.722,262800,0.604,0,R&B;,0.267,5,0.0654,-11.585,0,44,10/28/1988,Nothing Can Come Between Us,0.0323,103.725,0.938,1988
0.0495,279337,['Sade'],0.687,315973,0.589,0,R&B;,0.928,5,0.0505,-12.051,1,37,10/28/1988,Siempre Hay Esperanza,0.0496,91.33,0.889,1988
0.523,39828,['Surface'],0.632,294960,0.356,0,R&B;,5.76E-06,9,0.0961,-10.811,1,52,1988,****** Me With Your Love,0.0309,131.28,0.197,1988
0.13,39828,['Surface'],0.769,285253,0.326,0,R&B;,1.63E-06,5,0.139,-9.551,1,44,1988,Closer Than Friends - Single Version,0.0409,96.976,0.742,1988
0.0981,39828,['Surface'],0.712,271080,0.558,0,R&B;,0,1,0.0618,-10.362,1,33,1988,You Are My Everything,0.0661,96.018,0.831,1988
0.266,20278,['Teddy Pendergrass'],0.725,377231,0.459,0,R&B;,2.78E-05,1,0.176,-14.701,0,31,4/26/1988,Love Is the Power,0.0362,138.451,0.878,1988
0.324,20278,['Teddy Pendergrass'],0.722,326426,0.49,0,R&B;,4.88E-05,8,0.0347,-13.391,1,27,4/26/1988,* A.M.,0.0404,124.203,0.892,1988
0.483,20278,['Teddy Pendergrass'],0.648,327076,0.449,0,R&B;,0,0,0.0537,-15.594,0,30,4/26/1988,Can We Be Lovers,0.0536,149.368,0.731,1988
0.249,20278,['Teddy Pendergrass'],0.739,375652,0.729,0,R&B;,0.00768,4,0.069,-9.694,0,35,4/26/1988,Joy,0.0572,103.339,0.884,1988
0.329,18258,['Teena Marie'],0.534,317133,0.58,0,R&B;,0,5,0.128,-10.488,1,40,3/21/1988,Ooo La La La,0.0368,173.417,0.637,1988
0.0288,2444397,['The Boys'],0.733,264840,0.65,0,R&B;,0.0432,11,0.0558,-11.793,0,38,5/26/1988,Dial My Heart,0.0694,100.567,0.811,1988
0.351,118544,['The Drifters'],0.426,145547,0.44,0,R&B;,0,5,0.154,-8.119,1,30,11/15/1988,Dance with Me,0.0296,131.348,0.537,1988
0.715,118544,['The Drifters'],0.554,131987,0.476,0,R&B;,2.50E-05,5,0.566,-7.862,1,29,11/15/1988,I Count the Tears,0.0264,140.479,0.806,1988
0.234,118544,['The Drifters'],0.729,147787,0.356,0,R&B;,0,10,0.124,-12.616,0,33,11/15/1988,******** ***** at the Movies,0.09,134.197,0.925,1988
0.455,118544,['The Drifters'],0.27,151560,0.599,0,R&B;,2.92E-06,0,0.116,-4.63,1,54,11/15/1988,This Magic Moment,0.0327,136.169,0.7,1988
0.596,118544,['The Drifters'],0.239,129613,0.564,0,R&B;,0,6,0.704,-6.544,0,49,11/15/1988,There Goes My Baby,0.035,77.58,0.642,1988
0.458,118544,['The Drifters'],0.601,154227,0.576,0,R&B;,0,4,0.123,-7.667,1,44,11/15/1988,Save the Last Dance for Me,0.0309,142.885,0.869,1988
0.511,82955,['The Intruders'],0.446,177067,0.366,0,R&B;,0,5,0.604,-13.454,1,27,11/15/1988,Together,0.0287,173.322,0.791,1988
0.155,82955,['The Intruders'],0.494,169867,0.345,0,R&B;,0,0,0.213,-12.054,1,27,11/15/1988,(We'll Be) United,0.0261,90.033,0.3,1988
0.451,82955,['The Intruders'],0.32,113160,0.261,0,R&B;,0,0,0.0816,-12.344,1,33,11/15/1988,Sad ****,0.0403,181.948,0.366,1988
0.421,597309,['Tina Turner'],0.39,186067,0.992,0,R&B;,0.00558,7,0.488,-10.392,1,37,3/16/1988,Land of a Thousand Dances - Live,0.0559,178.49,0.284,1988
0.0526,790667,['Tony! Toni! Toné!'],0.717,293733,0.581,0,R&B;,0.000665,4,0.0723,-13.927,0,28,1/1/1988,Little Walter,0.0458,107.184,0.902,1988
0.0265,790667,['Tony! Toni! Toné!'],0.664,337000,0.561,0,R&B;,8.74E-05,5,0.0881,-13.124,1,25,1/1/1988,For The Love Of You,0.0393,95.396,0.858,1988
0.53,747200,['Troop'],0.67,308467,0.37,0,R&B;,0.0038,6,0.0883,-16.343,1,30,5/24/1988,Still in Love,0.0373,135.21,0.315,1988
0.0532,747200,['Troop'],0.756,337000,0.57,0,R&B;,0.0227,10,0.0559,-13.267,0,26,5/24/1988,Mamacita,0.0973,97.92,0.767,1988
0.534,806507,['Tyrone Davis'],0.724,296027,0.288,0,R&B;,0.0177,3,0.0831,-14.482,1,25,1988,Be Honest With Me,0.0294,110.93,0.309,1988
0.371,578744,['William Bell'],0.451,138960,0.203,0,R&B;,0,7,0.192,-18.199,1,46,1988,I Forgot To Be Your Lover,0.0366,141.951,0.723,1988
0.0271,578744,['William Bell'],0.538,160933,0.237,0,R&B;,0,9,0.521,-16.951,1,32,1988,Private Number,0.0269,103.307,0.69,1988
0.0998,680374,['Womack & Womack'],0.805,238067,0.406,0,R&B;,0.00312,1,0.0851,-14.551,0,52,6/13/1988,M.P.B.,0.0451,99.355,0.961,1988
0.269,680374,['Womack & Womack'],0.881,303667,0.56,0,R&B;,0.000259,8,0.0789,-13.234,0,55,6/13/1988,Teardrops,0.0895,133.62,0.925,1988
0.69,607448,['Al Green'],0.714,148533,0.345,0,R&B;,0,9,0.148,-15.466,0,33,1969,The Letter,0.0627,88.04,0.591,1969
0.0291,607448,['Al Green'],0.743,174400,0.215,0,R&B;,7.85E-05,0,0.101,-18.802,1,26,1969,My ****,0.0398,93.912,0.481,1969
0.163,607448,['Al Green'],0.714,149333,0.309,0,R&B;,0.000561,9,0.2,-17.075,0,28,1969,Gotta Find a New World,0.101,111.514,0.295,1969
0.0793,607448,['Al Green'],0.531,178533,0.149,0,R&B;,0.000623,9,0.0855,-22.713,0,23,1969,Summertime,0.042,143.63,0.365,1969
0.48,607448,['Al Green'],0.553,187173,0.21,0,R&B;,0.0807,7,0.0819,-18.886,1,22,1969,One Woman,0.0395,146,0.454,1969
0.634,502398,['Archie Bell & the Drells'],0.52,164093,0.608,0,R&B;,0.000234,0,0.296,-9.577,1,25,1969,(There's Gonna Be A) Showdown,0.0832,177.348,0.848,1969
0.223,502398,['Archie Bell & the Drells'],0.516,133706,0.741,0,R&B;,0.000108,3,0.152,-9.039,1,30,1969,Here I Go *****,0.0381,162.074,0.862,1969
